RATING,DIRECTOR,MOVIE
7.1, Radu Jude,Imi Este Indiferent Daca in Istorie vom Intra ca Barbari/ I Do Not Care If We Go Down in History as Barbarians
7.1, Alex Ross Perry,Her Smell
7.1, Bruno Dumont,Coincoin et les Z'Inhumains/ CoinCoin and the Extra-Humans
7.1, Josephine Decker,Madeline's Madeline
7.1, Yonfan,No. 7 Cherry Lane
7.1, Quentin Tarantino,Once Upon a Time in Hollywood
7.1, Ken Loach,Sorry We Missed You
7.1, Joe Talbot,The Last Black Man in San Francisco
7.1, Vaclav Marhoul,Nabarvene Ptace/ The Painted Bird
7.1, Taika Waititi,Jojo Rabbit
7.1, James Mangold,Ford v Ferrari
7.1, Kazik Radwanski,"Anne at 13,000 ft"
7.1, Jung-bum Park,Height Of The Wave
7.1, Deon Taylor,Black and Blue
7.1, Minhal Baig,Hala
7.1, Kitty Green,The Assistant
7.1, Sam Mendes,1917
7.1, Diao Yinan,The Wild Goose Lake/ Nan Fang Che Zhan de Ju Hui
7.1, Pablo Larrain,Ema
7.1, Agnieszka Holland,Mr Jones
7.1, Roy Andersson,About Endlessness
7.1, Lemohang Jeremiah Mosese,"This Is Not a Burial, It's a Resurrection"
7.1, David Bruckner,The Night House
7.1, Kiyoshi Kurosawa,Supai no Tsuma/ Wife of a Spy
7.1, Sang-soo Hong,Domangchin Yeoja/ The Woman Who Ran
7.1, Joao Paulo Miranda Mari,Memory House
7.1, Nicolas Pereda,Fauna
7.1, Jasmila Zbanic,Quo Vadis Aida?
7.1, Michel Franco,Nuevo Orden/ New Order
7.1, Lois Patino,Lua Vermella/ Red Moon Tide
7.1, Eliza Hittman,Never Rarely Sometimes Always
7.1, Johann Johannsson,Last and First Men
7.1, Max Barbakow,Palm Springs
7.1, Ahmad Bahrami,Dashte Khamoush/ The Wasteland
7.1, Cristi Puiu,Malmkrog
7.1, Majid Majidi,Khorshid/ Sun Children
7.1, Viggo Mortensen,Falling
7.1, Denes Nagy,Natural Light
7.1, Jakrawal Nilthamrong,Anatomy of Time
7.1, Le Bao,Taste
7.1, Amalia Ulman,El Planeta
7.1, Dash Shaw,Cryptozoo
7.1, Iuli Gerbase,The Pink Cloud
7.1, Ana Katz,The Dog Who Wouldn't Be Quiet
7.1, Joanna Hogg,The Souvenir Part II
7.1, Kira Kovalenko,Unclenching the Fists
7.1, Lauren Hadaway,The Novice
7.1, Mamoru Hosoda,Belle
7.1, James Vaughan,Friends and Strangers
7.1, Juho Kuosmanen,Hytti nro 6/ Compartment No 6
7.1, Tatiano Huezo,Prayers For The Stolen
7.0, Sang-soo Hong,Kangwon-do Ui Him/ The Power of Kangwon Province (1998)
7.0, Mike Hodges,Croupier (1998)
7.0, Vincent Gallo,Buffalo '66 (1998)
7.0, Erik Skjoldbjaerg,Insomnia (1997)
7.0, Lisa Cholodenko,High Art (1998)
7.0, Quentin Tarantino,Jackie Brown  (1998)
7.0, Gary Oldman,Nil by Mouth  (1998)
7.0, Jim Sheridan,Boxer  (1998)
7.0, Carine Adler,Under The Skin (1998)
7.0, Todd Solondz,Happiness (1998)
7.0, Lars von Trier,Idioterne/The Idiots (1998)
7.0, Brett Ratner,Rush Hour (1998)
7.0, Francois Ozon,Les Amants Criminels/ Criminal Lovers
7.0, Kang Je-Gyu,Shiri (1999)
7.0, Michael Winterbottom,Wonderland (1999)
7.0, Jang Sun Woo,Lies (1999)
7.0, Patrice Leconte,Girl On The Bridge (1999)
7.0, Rolf Schubel,Ein Lied von Liebe und Tod/ Gloomy Sunday
7.0, Jim Jarmusch,Ghost Dog
7.0, Kimberly Peirce,Boys Don't Cry
7.0, Soren Kragh-Jacobsen,Mifune
7.0, Don McKellar,Last Night
7.0, Michael Mann,The Insider
7.0, Mike Leigh,Topsy Turvy
7.0, Atom Egoyan,Felicia's Journey
7.0, John Sayles,Limbo
7.0, Lawrence Kasdan,Mumford
7.0, Chen Kaige,The Emperor And The Assassin
7.0, Harold Ramis,Analyze This
7.0, Mike Figgis,The Loss Of Sexual Innocence
7.0, Wachowski Brothers,Matrix
7.0, Peter Greenaway,8 1/2 Women
7.0, Agnieszka Holland,The Third Miracle
7.0, Josef Rusnak,The Thirteenth Floor
7.0, Bruno Dumont,Humanite / Humanity (1999)
7.0, James Toback,Black And White
7.0, Anders Thomas Jensen,Blinkende Lygter/ Flickering Lights
7.0, Joao Pedro Rodrigues,O Fantasma
7.0, Kim Ki-Duk,The Isle
7.0, Olivier Assayas,Les Destinees
7.0, Achero Manas,El Bola
7.0, Lone Scherfig,Italian For Beginners
7.0, Hilary Birmingham,Tully
7.0, Robert Guediguian,The Town Is Quiet/ La Ville Est Tranquille
7.0, Michael Haneke,Cone Inconnu/ Code Unknown
7.0, Aparna Sen,Paromitar Ek Din/ House of Memories (2000)
7.0, Christopher McQuarrie,The Way of The Gun
7.0, Samira Makhmalbaf,Takhte Siah/ Blackboard/ Le Tableau Noir
7.0, Lars Von Trier,Dancer In The Dark
7.0, Cameron Crowe,Almost Famous
7.0, Stephen Frears,High Fidelity
7.0, Stephen Frears,Liam
7.0, Curtis Hanson,Wonder Boys
7.0, Raul Ruiz,Combat d'Amour en Songe/ Love Torn in a Dream
7.0, Robert Zemeckis,Cast Away
7.0, Steven Soderbergh,Erin Brockovich
7.0, Chang Tso-chi,The Best Of Times
7.0, Farhan Akhtar,Dil Chahta Hai (2001)
7.0, Zacharias Kunuk,The Fast Runner/ Atanarjuat
7.0, Werner Herzog,Invincible
7.0, Ake Sandgren,Et rigtigt menneske/ Truly Human
7.0, Rintaro,Metropolis
7.0, Larry Fessenden,Wendigo
7.0, Henry Bean,The Believer
7.0, Dover Kosashvili,Late Marriage
7.0, Ashutosh Gowariker,Lagaan (2001)
7.0, Ulrich Seidl,Dog Days (2001)
7.0, Rakhshan Bani-Etemad,Under The Skin of The City (2001)
7.0, Frieder Schlach,Otomo (2001)
7.0, Kim Ki-duk, Bad Guy (2001)
7.0, Hou Hsiao-hsien,Millennium Mambo
7.0, Bertrand Bonello,The Pornographer
7.0, Lucrecia Martel,La Cienaga
7.0, Todd Field,In The Bedroom
7.0, Kiyoshi Kurosawa,Pulse (2001)
7.0, Wang Xiaoshuai,Shiqi sui de dan che/ Beijing Bicycle
7.0, Ray Lawrence,Lantana
7.0, Richard Linklater,Waking Life
7.0, Alfonso Cuaron,Solo con Tu Pareja
7.0, Mira Nair,Monsoon Wedding
7.0, Robert Glinski,Hi Tereska
7.0, Kinji Fukasaku,Under the Fluttering Military Flag
7.0, Michael Haneke,La Pianiste
7.0, Richard Kelly,Donnie Darko
7.0, Manoel de Oliveira,I'm Going Home
7.0, Takashi Miike,Visitor Q
7.0, Barry Levinson,Bandits
7.0, Scott Reynolds,When Strangers Appear
7.0, Antoine Fuqua,Training Day
7.0, Zhangke Jia,Unknown Pleasures
7.0, Krishna Vamsi,Khadgam (2002)
7.0, Pat O'Neill,The Decay of Fiction
7.0, Stephen Frears,Dirty Pretty Things
7.0, Guy Maddin,Dracula: Pages From a Virgin's Diary
7.0, Karen Moncrieff,Blue Car
7.0, Tareque Masud,The Clay Bird
7.0, Lukas Moodysson,Lilya 4-Ever
7.0, Lisa Cholodenko,Laurel Canyon
7.0, Kim Ki-duk, The Coast Guard (2002)
7.0, Aparna Sen,Mr and Mrs Iyer
7.0,  Bertha Bay-Sa Pan,Face
7.0, Carlos Reygadas,Japon
7.0, Brian DePalma,Femme Fatale
7.0, Takeshi Kitano,Dolls
7.0, Lucas Belvaux,"Trilogy I, II, III"
7.0, Rebecca Miller,Personal Velocity
7.0, Michael Moore,Bowling for Columbine
7.0, Peter Kosminsky,White Oleander
7.0, Rob Cohen,XXX
7.0, Francois Ozon,Huite Femmes/ Eight Women
7.0, Tom Tykwer,Heaven
7.0, Atom Egoyan,Ararat
7.0, Elia Suleiman,Intervention Divine
7.0, Przemyslaw Reut,Paradox Lake
7.0, Alexander Payne,About Schmidt
7.0, Steven Spielberg,Catch Me if You
7.0, Stephen Daldry,The Hours
7.0, Paul Thomas Anderson,Punch-Drunk Love
7.0, Luc Dardenne,Le Fils/ The Son
7.0, Abbas Kiarostami,Ten
7.0, Danny Boyle,28 Days Later
7.0, Curtis Hanson,8 Mile
7.0, Manoel DeOliveira,A Talking Picture
7.0, Erik Van Looy,De zaak Alzheime/ The Alzheimer Case/ The Memory of a Killer
7.0, Abdellatif Kechiche,L'Esquive/ Games of Love and Chance
7.0, Jang Jun-hwan,Jigureul Jikyeora/ Save the Green Planet
7.0,  Erik van Looy,De Zaak Alzheimer/ The Memory of a Killer
7.0, Asif Kapadia,The Warrior
7.0, Mitsuru Meike,The Glamorous Life of Sachiko Hanai
7.0, Iciar Bollain,Te Doy Mis Ojos/ Take My Eyes
7.0, Pen-ek Ratanaruang,Last Life in the Universe
7.0, Bent Hamer,Kitchen Stories
7.0, Jean-Paul Rappeneau,Bon Voyage
7.0, Guy Maddin,Cowards Bend the Knee
7.0, Hugo Rodriguez,Nicotina
7.0, Bertrand Bonello,Tiresia
7.0, Savi Gabizon,Ha-Asonot Shel Nina/ Nina's Tragedies
7.0, David Mackenzie,Young Adam
7.0, Per Fly,Arven/ Inheritance
7.0, Vadim Perelman,House of Sand and Fog
7.0, Jonathan Lynn,The Fighting Temptations
7.0, Ulrich Seidl,Dog Days
7.0, Ron Shelton,Hollywood Homicide
7.0, Hector Babenco,Carandiru
7.0, Rakhshan Bani-Etemad,Under The Skin of The City
7.0, Jee-woon Kim,A Tale of Two Sisters (2003)
7.0, Sofia Coppola,Lost in Translation
7.0, Alan Parker,The Life of David Gale (2003)
7.0, Katsuhito Ishii,Cha No Aji/ The Taste of Tea
7.0, Edgar Wright,Shaun of the Dead (2004)
7.0, Sekhar Kammula,Anand (2004)
7.0, Rajkumar Hirani,Munna Bhai M.B.B.S. (2004)
7.0,  Susanne Bier,Bredre/ Brothers
7.0, Pantham Thongsang,The Judgment
7.0, Masaaki Yuasa,Mind Game
7.0, Luis Mandoki,Voces Inocentes/ Innocent Voices
7.0, Mark Bamford,Cape of Good Hope
7.0, Ivo Trajkov,Golemata Voda/ The Great Water
7.0, Andrew Wagner,The Talent Given Us
7.0, Pawel Pawlikowski,My Summer of Love
7.0, Carlos Sorin,Bombon El Perro
7.0, Woody Allen,Melinda and Melinda
7.0, Ilya Khrzhanovsky,4
7.0, Fernando Eimbcke,Duck Season
7.0, Eugene Green,Le Pont des Arts
7.0, Hans Weingartner,The Edukators
7.0, Cristi Puiu,Un Cartu de Kent i un Pachet de Cafea/ Cigarettes and Coffee
7.0, Tony Gatlif,Exiles
7.0, Lisandro Alonso,Los Muertos
7.0, Wes Anderson,The Life Aquatic
7.0, Timur Bekmambetov,Nochnoy Dozor/ Night Watch
7.0, Jan Hrebejk,Up and Down
7.0, Gianni Amelio,Le Chiavi di Casa
7.0,  Patrice Leconte,Intimate Strangers
7.0, David Gordon Green,Undertow
7.0, Guillermo del Toro,Hellboy
7.0, Joshua Marston,Maria Full of Grace
7.0, Zach Braff,Garden State
7.0, Yousry Nasrallah,The Gate of the Sun
7.0, Ousmane Sembene,Moolaade
7.0, Brad Anderson,The Machinist
7.0, Jonathan Glazer,Birth
7.0, Brad Bird,The Incredibles
7.0, Clint Eastwood,Million Dollar Baby
7.0, Hirokazu Kore-eda,Nobody Knows
7.0, James Brooks,Spanglish
7.0, Lucile Hadzihalilovic,Innocence
7.0, Hayao Miyazaki,Howl's Moving Castle
7.0, Andrei Kravchuk,The Italian
7.0, Sanjay Bhansali,Black (2005)
7.0, Deepa Mehta,Water
7.0, Michael Cuesta,12 and Holding
7.0, David Jacobson,Down in the Valley
7.0, John Hillcoat,The Proposition
7.0, Patrice Chereau,Gabrielle
7.0, Rodrigo Garcia,Nine Lives
7.0, Jean-Pierre and Luc Dardenne,L'Enfant/ The Child
7.0, Sangsoo Hong,Tale of Cinema
7.0, Carlos Reygadas,Batalla en el Cielo
7.0, Tomas Vorel,Skritek
7.0, John Young,The Reception
7.0, Quay Brothers,The Piano Tuner of Earthquakes
7.0, Mohammed Amin,Laylat Suqut Baghdad/ The Night that Baghdad Fell
7.0, Bennett Miller,Capote
7.0, Jane Anderson,"The Prize Winner of Defiance, Ohio"
7.0, Joss Whedon,Serenity
7.0, Steven Spielberg,Munich
7.0, George Romero,Land of the Dead
7.0, Marcos Siega,Pretty Persuasion
7.0, Christoffer Boe,Allegro
7.0, Craig Lucas,The Dying Gaul
7.0, Hany Abu-Assad,Paradise Now
7.0, Stephen Gaghan,Syriana
7.0, David Slade,Hard Candy
7.0, Abderrahmane Sissako,Bamako
7.0, Ken Loach,The Wind that Shakes the Barley
7.0, Sekhar Kammula,Godavari (2006)
7.0, Wang Quan'an,Tu ya de hun shi/ Tuya's Marriage
7.0, Alexandra Lipsitz,Air Guitar Nation
7.0, Julian Goldberger,The Hawk is Dying
7.0, Cao Hamburger,O Ano em Que Meus Pais Sairam de Ferias/ The Year My Parents Went on Vacation
7.0, Jean-Claude Brisseau,Les Anges Exterminateurs/ Exterminating Angels
7.0, Daniele Thompson,Avenue Montaigne
7.0, Tony Kaye,Lake of Fire
7.0, Andrea Arnold,Red Road
7.0, Brian Jun,Steel City
7.0, Julie Gavras,Blame It on Fidel
7.0, Mai Tominaga,Wool 100%
7.0, Pablo Larrain,Fuga
7.0, Alfonso Cuaron,Children of Men
7.0, Alain Resnais,Coeurs/ Private Fears in Public Places
7.0, Reha Erdem,Bes Vakit/ Times and Winds
7.0, Konstantin Lopusanskij,Gadkie Iebedi/ The Ugly Swans
7.0, Hirokazu Kore-eda,Hana
7.0, Goran Paskaljevic,The Optimists
7.0, Christian Volckman,Renaissance
7.0, Giuseppe Tornatore,La Sconosciuta
7.0, David Lynch,Inland Empire
7.0, Ray Lawrence,Jindabyne
7.0, Carlos Sorin,El Camino de San Diego/ The Road To San Diego
7.0, Lou Ye,Yihe Yuan/ Summer Palace
7.0, Alejandro Gonzales Inarritu,Babel
7.0, Joanna Hogg,Unrelated
7.0, Rajkumar Hirani,Lage Raho Munna Bhai (2007)
7.0, Semih Kaplanoglu,Yumurta/ Egg
7.0, Abdellatif Kechiche,La Graine et le Mulet
7.0, Jacques Rivette,Duchess of Langeais
7.0, Masahiro Kobayashi,The Rebirth
7.0, Franck Vestiel,Eden Log (2007)
7.0, Julien Leclercq,Chrysalis
7.0, Koji Wakamatsu,United Red Army
7.0, David Volach,My Father My Lord
7.0, Bela Tarr,The Man From London
7.0, Olivier Assayas,Boarding Gate
7.0, Li Yu,Lost in Beijing
7.0, Pere Portabella,The Silence Before Bach
7.0, Bruce McDonald,The Tracey Fragments
7.0, Gil Kofman,The Memory Thief
7.0, Ken Jacobs,Razzle Dazzle
7.0, Serge Bozon,La France
7.0, Jacques Nolot,Before i Forget
7.0, Claude Chabrol,La Fille Coupee en Deux/ A Girl Cut in Two
7.0, Claude Miller,A Secret
7.0, Avi Nesher,The Secrets
7.0, Sol Tyron,The Living Wake
7.0, Ulrich Seidl,Import Export
7.0, Milcho Manchevski,Shadows
7.0, Bent Hamer,O'Horten
7.0, Cristian Mungiu,"4 Months, 3 Weeks and 2 Days"
7.0, Cristian Nemescu,California Dreamin'
7.0, Adrian Sitaru,Pescuit Sportiv
7.0, Stefan Ruzowitzky,Die Faelscher/ The Counterfeiter
7.0, Jean-Pierre and Luc Dardenne,Dans l'Obscurite'
7.0, Abel Ferrara,Go Go Tales
7.0, Aaron Katz,Quiet City
7.0, James Foley,Perfect Stranger
7.0, Anthony Minghella,Breaking and Entering
7.0, Edgar Wright,Hot Fuzz
7.0, Andrei Zvyagintsev,Izgnanie/ The Banishment
7.0, Naomi Kawase,Mogari No Mari/ The Mourning Forest
7.0, Fatih Akin,Auf der Anderen Seite/ The Edge of Heaven
7.0, Judd Apatow,Knocked Up
7.0, John Dahl,You Kill Me
7.0, Danny Boyle,Sunshine
7.0, Julie Delpy,2 Days in Paris
7.0, Talia Lugacy,Descent
7.0, Mike Cahill,King of California
7.0, Craig Gillespie,Lars and the Real Girl
7.0, Crispin Hellion Glover,It Is Fine! Everything Is Fine
7.0, Julien Temple,Joe Strummer: The Future Is Unwritten
7.0, Sidney Lumet,Before the Devil Knows You're Dead
7.0, Andrew Wagner,Starting Out in the Evening
7.0, Tamara Jenkins,The Savages
7.0, Francis Ford Coppola, Youth Without Youth
7.0, Ramin Bahrani,Chop Shop
7.0, Quentin Dupieux,Steak
7.0, Yoji Yamada,Kabei
7.0, Nandita Das,Firaaq
7.0, Jean-Francois Richet,Mesrine
7.0, Noah and Logan Miller,Touching Home
7.0, Malgorzata Szumowska,33 sceny z zycia/ 33 Scenes from Life
7.0, Miguel Gomes,Our Beloved Month of August
7.0, Alex Rivera,Sleep Dealer
7.0, Ruben Ostlund,Involuntary
7.0, Kanji Nakajima,Kuron wa Kokyo o Mezasu/ The Clone Returns Home
7.0, Lav Diaz,Melancholia
7.0, Rustem Abdrashev,The Gift to Stalin
7.0, Steve McQueen,Hunger
7.0, Barry Jenkins,Medicine for Melancholy
7.0, Ramin Bahrani,Goodbye Solo
7.0, Michael Keaton,The Merry Gentleman
7.0, Bouli Lanners,Eldorado
7.0, Pablo Larrain,Tony Manero
7.0, Fernando Eimbcke,Lake Tahoe
7.0, Karen Shakhnazarov,The Vanished Empire
7.0, Na Hong-jin,The Chaser
7.0, Nina Paley,Sita Sings the Blues
7.0, Gabriele Salvatores,Come Dio Comanda
7.0, Karin Albou,The Wedding Song
7.0, Laurent Cantet,Entre les Murs/ The Class
7.0, Michel Gondry,Be Kind Rewind
7.0, Sean Baker,Prince of Broadway
7.0, Andrew Stanton,Wall-E
7.0, Azazel Jacobs,Momma's Man
7.0, Henrik Ruben Genz,Terribly Happy
7.0, Gianni Di Gregorio,Mid-August Lunch
7.0, Tomas Alfredson,Lat den Ratte Komma In
7.0, Matteo Garrone,Gomorrah
7.0, Claire Denis,35 Rhums/ 35 Shots of Rum
7.0, Radu Muntean,Boogie (2008)
7.0, Wachowski Brothers,Speed Racer
7.0, Guy Ritchie,Rocknrolla
7.0, Kelly Reichardt,Wendy and Lucy
7.0, Arnaud & Jean-Marie Larrieu,Les Derniers Jours du Monde/ Happy End
7.0, Neill Blomkamp,District 9 (2009)
7.0, Radu Jude,The Happiest Girl in the World (2009)
7.0, Rajkumar Hirani,3 Idiots (2009)
7.0, Conor Horgan,One Hundred Mornings
7.0, Takeshi Koike,Redline
7.0, Peter Strickland,Katalin Varga
7.0, Xiaolu Guo,"She, a Chinese"
7.0, Pema Tseden, The Search
7.0, Jessica Hausner,Lourdes
7.0, Natalia Smirnoff,The Puzzle
7.0, Ivan Engler,Cargo
7.0, Alejandro Amenabar,Agora
7.0, Raya Martin,Independencia
7.0, Xavier Dolan,I Killed My Mother
7.0, Patric Chiha,Domain
7.0, Claude and Nathan Miller,I'm Glad My Mother Is Alive
7.0, Stephane Brize,Mademoiselle Chambon
7.0, Bui Thac Chuyen,Adrift
7.0, Harmony Korine,Trash Humpers
7.0, Rodrigo Garcia,Mother and Child
7.0, Benny and Josh Safdie,Daddy Longlegs
7.0, Pedro Gonzalez-Rubio,Alamar
7.0, Todd Solondz,Life During Wartime
7.0, Christophe Honore,Making Plans for Lena
7.0, Jan Hrebejk,Kawasaki's Rose
7.0, Anocha Suwichakornpong,Mundane History
7.0, Bruno Dumont,Hadewijch
7.0, Andrew Bujalski,Beeswax
7.0, Noah Buschel,The Missing Person
7.0, Luca Guadagnino,I Am Love
7.0, Scott McGehee and David Siegel,Uncertainty
7.0, Henry Selick,Coraline
7.0, Michael Mann,Public Enemies
7.0, Marc Webb,(500) Days of Summer
7.0, Lu Chuan,City Of Life And Death
7.0, Jonathan Parker,(Untitled)
7.0, Christian Alvart,Pandorum
7.0, Sandra Nettelbeck,Helen
7.0, Duncan Jones,Moon
7.0, Maren Ade,Alle Anderen/ Everyone Else
7.0, Jerzy Skolimowski,Essential Killing
7.0, Vikramaditya Motwane,Udaan (2010)
7.0, Nina Menkes,Dissolution
7.0, David Robert Mitchell,The Myth of the American Sleepover
7.0, Leland Orser,Morning
7.0, Chen Kaige,Sacrifice
7.0, Wen Jiang,Rang Zi Dan/ Let the Bullets Fly  (2010)
7.0, Aparna Sen,Iti Mrinalini  (2010)
7.0, Goutam Ghose,Moner Manush (2010)
7.0, Semih Kaplanoglu,Bal/ Honey
7.0, Maria Sodahl,Limbo
7.0, Hongqi Li, Winter Vacation
7.0, Liu Jian,Piercing I
7.0, Hong Sang-soo,Hahaha
7.0, Tsui Hark,Di Renjie - Tong Tian di Guo/ Detective Dee and the Mystery of the Phantom Flame
7.0, Andre Ovredal,Trolljegeren/ Trollhunter
7.0, Alexei Popogrebsky,How I Ended This Summer
7.0, Fred Cavaye,Point Blank
7.0, Jan Svankmajer,Surviving Life
7.0, Rafi Pitts,The Hunter
7.0, Hong-jin Na,The Yellow Sea
7.0, Eric Mendelsohn,3 Backyards
7.0, Kelly Reichardt,Meek's Cutoff
7.0, Clio Barnard,The Arbor
7.0, Marc Meyers,Harvest
7.0, Mike Goldbach,Daydream Nation
7.0, Tobias Lindholm and Michael Noer,R
7.0, Im Sang-soo,The Housemaid
7.0, Feng Xiaogang,Aftershock
7.0, Larysa Kondracki,The Whistleblower
7.0, Julie Bertuccelli,The Tree
7.0, Cristi Puiu,Aurora
7.0, Denis Villeneuve,Incendies
7.0, Quentin Dupieux,Rubber
7.0, Xavier Dolan,Heartbeats
7.0, Xavier Beauvois,Of Gods and Men
7.0, Mike Leigh,Another  Year
7.0, Debra Granik,Winter's Bone
7.0, Lisa Cholodenko,The Kids are All Right
7.0, Baltasar Kormakur,Inhale
7.0, Gareth Edwards,Monsters
7.0, Silvio Soldini,Come Undone
7.0, Radu Muntean,Tuesday After Christmas
7.0, Michael Rowe,Leap Year
7.0, Ed Gass-Donnelly,Small Town Murder Songs
7.0, Bruno Dumont,Hors Satan
7.0, Steve Collins,You Hurt My Feelings
7.0, Chris Weitz,A Better Life
7.0, Matias Pineiro,Rosalinda
7.0, Geoffrey Enthoven,Hasta la Vista/ Come as You Are
7.0, Milagros Mumenthaler,Abrir Puertas y Ventanas/ Back to Stay
7.0, Alice Rohrwacher,Corpo Celeste/ Heavenly Body
7.0, Sang-ho Yeon,The King of Pigs
7.0,  Nadav Lapid,Policeman
7.0, Hiroyuki Okiura,A Letter to Momo
7.0, Alex Perry,The Color Wheel
7.0, Lav Diaz,Siglo ng Pagluluwal/ Century of Birthing
7.0, Yorgos Lanthimos,Alps
7.0, Joseph Cedar,Footnote
7.0, Abel Ferrara,4:44 Last Day on Earth
7.0, Wang Xiaoshuai,11 Flowers
7.0, Ben Wheatley,Kill List
7.0, Malgoska Szumowska,Elles
7.0, Andrei Zvyagintsev,Elena
7.0, Markus Schleinzer,Michael
7.0, Jang Hun,Front Line
7.0, Xavier Gens,The Divide
7.0, Julia Leigh,Sleeping Beauty
7.0, George Nolfi,Adjustment Bureau
7.0, Lavinia Currier,Oka
7.0, Evan Glodell,Bellflower
7.0, Todd Solondz,Dark Horse
7.0, Pawel Pawlikowski,The Woman in the Fifth
7.0, Sarah Polley,Take This Waltz
7.0, Paolo Sorrentino,This Must Be the Place
7.0, Andrew Haigh,Weekend
7.0, Dominik Graf,Don't Follow Me Around
7.0, Gian Alfonso Pacinotti,L'Ultimo Terrestre
7.0, Jean-Pierre and Luc Dardenne,The Kid With the Bike
7.0, Michel Hazanavicius,The Artist
7.0, Sean Durkin,Martha Marcy May Marlene
7.0, Simon Curtis,My Week With Marilyn
7.0, Steve James,The Interrupters
7.0, Tiffany Shlain,Connected
7.0, Ulrich Kohler,Sleeping Sickness
7.0, Woody Allen,Midnight in Paris
7.0, Agnieszka Holland,In Darkness
7.0, Dee Rees,Pariah
7.0, Joe Cornish,Attack the Block
7.0, Andrew Niccol,In Time
7.0, Harmony Korine,Spring Breakers
7.0, Mamoru Hosoda,Wolf Children
7.0, Radu Jude,Toata Lumea din Familia Noastra/ Everybody In Our Family (2012)
7.0, Julia Dyer,The Playroom
7.0, Peter Strickland,Berberian Sound Studio (2012)
7.0, Joshua Oppenheimer,The Act of Killing (2012)
7.0, Christian Schwochow,The Tower
7.0, Gyorgy Palfi,Final Cut - Holgyeim es Uraim / Final Cut - Ladies and Gentlemen
7.0, Xavier Dolan,Laurence Anyways
7.0, Jen and Sylvia Soska,American Mary
7.0, Jeff Nichols,Mud
7.0, Amy Seimetz,Sun Don't Shine
7.0, Ulrich Seidl,Paradise - Love
7.0, Joss Whedon,Much Ado About Nothing
7.0, Terence Nance,An Oversimplification of Her Beauty
7.0, Alice Winocour,Augustine
7.0, Sergei Loznitsa,In the Fog
7.0, Tobias Lindholm, A Hijacking
7.0, Ziad Doueiri,The Attack
7.0, Matias Pineiro,Viola
7.0, Eduardo Nunes,Southwest
7.0, Cate Shortland,Lore
7.0, Nabil Ayouch,Horses of God
7.0, Joachim Lafosse,Our Children
7.0, Wladyslaw Pasikowski,Aftermath
7.0, Keith Miller,Welcome to Pine Hill
7.0, Kim Nguyen,War Witch
7.0, Tim Sutton,Pavilion
7.0, Sally Potter,Ginger & Rosa
7.0, Sally El Hosaini,My Brother the Devil
7.0, David Russell,Silver Linings Playbook
7.0, Anand Gandhi,Ship of Theseus
7.0, Im Sang-soo,The Taste of Money
7.0, Moussa Toure,The Pirogue
7.0, Ben Lewin,The Sessions
7.0, Sacha Baron Cohen,The Dictator
7.0, Ava DuVernay,Middle of Nowhere
7.0, Paul Thomas Anderson,The Master
7.0, Srisaila Rajamouli,Eega (2012)
7.0, Lance Edmands,Bluebird
7.0, Rajat Kapoor,Ankhon Dekhi
7.0, Zaza Urushadze,Tangerine
7.0, Claire Denis,Bastards
7.0, Andrea Pallaoro,Medeas
7.0, Jeethu Joseph,Drishyam (2013)
7.0, Tom Shoval,Youth
7.0, Mati Diop,Mille Soleils
7.0, Christian Schwochow,West
7.0, Yasuhiro Yoshiura,Patema Inverted
7.0, Ned Benson,The Disappearance of Eleanor Rigby
7.0, David Mackenzie,Starred Up
